AIRCRAFT_ID,PRICE,START_OF_SERVICE,END_OF_SERVICE,TOTAL_FLIGHTS,Date Completed,Manufacturer,Model,Physical Class (Engine Type),# Engines,"Approach Speed
(Vref)","Wingspan, ft",Wingtip Configuration,"Length, ft","Tail Height, ft
(@ OEW)","Wheelbase, ft",Cockpit to Main Gear (CMG),"MGW
(Outer to Outer)",MTOW,"Max Ramp
Max Taxi",Main Gear Configuration,ICAO/FAA Code,ATCT Weight Class
755,696,6/1/1980,19/11/2011,987,,Piper,PA-32RT-300T/301T Turbo Lance II,,,,,,,,,,,,,,P32A,Small Eqpt
756,960,12/27/1962,5/12/2015,703,,Piper,PA-32S-300 Cherokee Six Seaplane,,,,,,,,,,,,,,tbd,tbd
757,980,2/20/1985,22/8/2016,953,,Piper,PA-34 Seneca,Piston,2,,,,,,,,,,,,tbd,tbd
758,623,9/19/1964,14/11/2010,617,,Piper,PA-34-200T Seneca II,Piston,2,,,,,,,,,,,,PA34,Small Eqpt
759,708,12/15/1970,19/3/2013,792,2-Nov,Piper,"PA-34-220T Seneca III, IV, V",Piston,2,81,38.9,no winglets,28.63,9.9,7,7,11.08,"4,750","4,773",S,PA34,Small Eqpt
760,527,1/29/1973,9/11/2017,964,,Piper,PA-36-285 Pawnee Brave 285 (Ag plane),,,,,,,,,,,,,,tbd,tbd
761,618,2/24/1967,27/1/2010,591,,Piper,PA-36-300 Pawnee Brave 300,,,,,,,,,,,,,,tbd,tbd
762,874,3/28/1968,19/8/2011,993,,Piper,PA-36-320 Pawnee Brave,,,,,,,,,,,,,,tbd,tbd
763,1069,11/17/1978,12/8/2011,971,,Piper,PA-36-375 Pawnee Brave,,,,,,,,,,,,,,tbd,tbd
764,338,11/26/1969,26/5/2016,987,,Piper,PA-38-112 Tomahawk,,,,,,,,,,,,,,tbd,tbd
765,269,7/10/1979,4/11/2011,713,,Piper,PA-39 Twin Comanche C/R,,,,,,,,,,,,,,tbd,tbd
766,742,10/21/1973,30/12/2015,715,2-Nov,Piper,PA-42-1000 Cheyenne 400 LS (formerly IV),Turboprop,2,109,47.67,tip tanks,43.4,17,10.6,10.6,18.75,"12,050","12,135",S,PAY4,Small Eqpt
767,703,5/23/1970,20/6/2017,513,2-Nov,Piper,"PA-42-720 Cheyenne III, IIIA",Turboprop,2,113,47.67,tip tanks,43.4,14.75,10.6,10.6,18.75,"11,200","11,285",S,PAY3,Small Eqpt
768,339,12/26/1979,18/8/2015,729,2-Nov,Piper,"PA-44-180 Seminole, -180T Turbo Seminole",Piston,2,66,38.6,no winglets,27.6,8.5,8.4,8.4,10.5,"3,800","3,815",S,PA44,Small Eqpt
769,368,10/4/1976,28/5/2016,667,2-Nov,Piper,"PA-46-310P Malibu, -350P Malibu Mirage, 46R-350T Malibu Matrix, M350",Piston,1,75,43,no winglets,28.9,11.29,8,8,12.29,"4,340","4,358",S,PA46,Small Eqpt
770,1012,6/22/1984,16/5/2017,676,2-Nov,Piper,PA-46-400TP Malibu Meridian,Turboprop,1,78,43,no winglets,29.6,11.33,8,8,12.29,"4,850","4,892",S,P46T,Small Eqpt
771,1006,4/4/1978,5/12/2014,705,2-Nov,Piper,"PA-46-500TP Malibu Meridian, M500",Turboprop,1,75,43,no winglets,29.6,11.33,8,8,12.29,"5,092","5,134",S,P46T,Small Eqpt
772,690,7/7/1990,9/6/2013,964,2-Nov,Piper,"PA-46-600TP Malibu Meridian, M600",Turboprop,1,75,43.17,no winglets,29.6,11.33,8,8,12.29,"6,000","6,050",S,P46T,Small Eqpt
773,379,8/27/1972,13/11/2012,951,3-Nov,Piper,PA-60 Aerostar 700P (602P with counter rot engines),Piston,2,104,36.67,no winglets,34.81,12.67,11.67,11.67,10.21,"6,315","6,356",S,AEST,Small Eqpt
774,1033,8/4/1984,20/8/2011,772,3-Nov,Piper,PA-60 Aerostar 702P (700P with reinf nose gear for higher MTOW),Piston,2,104,36.67,no winglets,34.81,12.67,11.67,11.67,10.21,"6,850","6,884",S,AEST,Small Eqpt
775,1030,12/16/1975,18/2/2014,578,3-Nov,Piper,PA-60 Sequoya (Aerostar 602P) (the Piper version of the 601P),Piston,2,100,36.67,no winglets,34.81,12.67,11.67,11.67,10.21,"6,000","6,029",S,tbd,tbd
776,451,8/13/1988,6/11/2017,546,3-Nov,Piper,PA-61 Aerostar 601 (is the 600 turbocharged),Piston,2,96,34.17,no winglets,34.81,12.13,11.67,11.67,10.21,"6,000","6,025",S,tbd,tbd
777,536,12/28/1976,10/7/2011,647,3-Nov,Piper,PA-61B Aerostar 601B (is 601 with increased WS),Piston,2,100,36.67,no winglets,34.81,12.13,11.67,11.67,10.21,"6,000","6,025",S,tbd,tbd
778,1071,7/13/1971,16/8/2013,791,3-Nov,Piper,PA-61P Aerostar 601P (is 601 pressurized + increased gross weight),Piston,2,100,36.67,no winglets,34.81,12.67,11.67,11.67,10.21,"6,000","6,025",S,tbd,tbd
779,445,5/25/1969,20/1/2011,619,30-Oct,Progressive Aerodyne,Searey Sport/Elite (Amphibious LSA),Piston,1,42.9,30.8,no winglets,22.4,6.4,,,,"1,430","1,430",S,tbd,tbd
780,304,4/5/1963,8/10/2015,541,3-Nov,PZL Mielec,AN-2 Antek,Piston,1,34,59.65,no winglets,40.69,13.17,27.08,27.08,11.02,"12,125","12,125",S,AN2,tbd
781,165,4/5/1964,18/8/2012,540,3-Nov,PZL Mielec,M-18 Dromader (an Ag plan) (all versions),Piston,1,77,58.06,no winglets,31.08,12.15,20.5,20.5,11.42,"11,684","11,684",S,M18,tbd
782,240,10/30/1969,16/9/2013,692,3-Nov,PZL Mielec,M-20 Mewa (Polish version of Piper PA-34-200T Seneca II),Piston,2,79,38.92,no winglets,28.6,9.08,7,7,11.06,"4,563","4,563",S,tbd,tbd
783,498,9/16/1981,11/6/2013,815,3-Nov,PZL Mielec,M-28 Skytruck (the M28B Bryza is the non-pressurised ver),Turboprop,2,70,72.38,no winglets,42.98,16.08,14.44,14.44,11.17,"15,432","16,534",S,tbd,tbd
784,1091,3/30/1967,18/6/2016,841,,Raytheon,76,,,76,38,,,9.5,,,,"3,900",,,tbd,tbd
785,177,3/15/1963,29/1/2012,514,,Raytheon,180,,,68,32.8,,,8.2,,,,"2,450",,,tbd,tbd
786,993,9/12/1974,11/9/2014,533,,Raytheon,200,,,70,32.8,,,8.2,,,,"2,750",,,tbd,tbd
787,606,11/12/1990,17/11/2012,907,,Raytheon,300,,,103,54.06,,,14.04,,,,"12,500",,,tbd,tbd
788,676,12/21/1986,25/5/2011,604,,Raytheon,A,,,72,33.5,,,8.6,,,,"3,650",,,tbd,tbd
789,794,2/8/1981,10/11/2016,999,,Raytheon,A,,,111,43.06,,,13.11,,,,"16,100",,,BE40,tbd
790,653,8/3/1981,30/8/2012,595,,Raytheon,B,,,75,37.8,,,8.6,,,,"3,850",,,tbd,tbd
791,224,12/10/1981,18/5/2010,858,,Raytheon,B,,,98,39.2,,,12.3,,,,"6,775",,,tbd,tbd
792,813,9/7/1970,27/6/2011,797,,Raytheon,B,,,111,45.8,,,15.3,,,,"11,800",,,tbd,tbd
793,782,4/23/1974,22/12/2010,678,,Raytheon,B,,,103,54.5,,,15,,,,"12,500",,,tbd,tbd
794,697,1/21/1965,20/2/2010,847,,Raytheon,C,,,100,50.2,,,14.2,,,,"9,650",,,tbd,tbd
795,370,3/9/1985,27/2/2011,671,,Raytheon,C,,,107,45.9,,,14.4,,,,"11,300",,,tbd,tbd
796,998,2/9/1962,12/2/2010,675,,Raytheon,E,,,88,37.8,,,9.1,,,,"5,300",,,tbd,tbd
797,395,11/4/1976,21/10/2017,611,,Raytheon,E,,,87,49.7,,,9.5,,,,"9,300",,,tbd,tbd
798,866,7/2/1985,27/2/2017,690,,Raytheon,F,,,70,33.5,,,8.2,,,,"3,400",,,tbd,tbd
799,133,5/13/1990,28/8/2011,515,,Raytheon,F,,,108,45.9,,,15.1,,,,"10,950",,,tbd,tbd
800,215,10/14/1970,30/5/2017,913,,Raytheon,Texan 2,Turboprop,,,,,,,,,,,,,TEX2,Medium Commuter Eqpt
801,438,2/6/2002,,108,,Raytheon,V,,,70,33.5,,,6.6,,,,"3,400",,,tbd,tbd
802,499,4/20/1991,,155,,Republic Aviation,RC-3 Seabee Amphibious,Piston,1,,,,,,,,,,,,,
803,263,1/8/2005,,200,,Rockwell International,112,,,75,46,,,9.58,,,,"11,500",,,AC11,tbd
804,922,7/11/2004,,119,,Rockwell International,695,,,121,52.2,,,15,,,,"10,325",,,AC95,tbd
805,702,1/8/2002,,168,,Rockwell International,Aero Commander 500,Piston,2,97,49.08,,,15,,,,"6,750",,,AC50,Small Eqpt
806,255,11/14/2007,,283,,Rockwell International,Aero Commander 560,,,97,49.08,,,14.5,,,,"6,500",,,AC56,tbd
807,410,2/10/2008,,225,,Rockwell International,Aero Commander 680,,,97,49.08,,,14.5,,,,"7,500",,,AC68,tbd
808,813,11/14/2007,,124,,Rockwell International,B-1,,,165,137,,,34,,,,"477,000",,,B1*,tbd
809,574,12/23/2001,,95,,Rockwell International,COMMANDER 520,,,97,44.1,,,14.83,,,,"5,500",,,AC52,tbd
810,229,2/6/2010,,258,,Rockwell International,Turbo Commander 680T,,,97,49.05,,,14.5,,,,"8,950",,,AC80,tbd
811,184,6/16/2009,,122,,Rockwell International,Turbo Commander 690,,,97,46.67,,,15,,,,"10,250",,,AC90,tbd
812,293,5/6/1995,,121,,Rutan,Cozy,Piston,,,,,,,,,,,,,COZY,Small Eqpt
813,504,12/26/2008,,227,,Ryan Aeronautical,NAVION,,,70,34,,,9,,,,"2,750",,,tbd,tbd
814,685,8/27/2010,,276,,Ryan Aeronautical,NAVION,,,77,34,,,9,,,,"2,850",,,tbd,tbd
815,194,9/26/1991,,119,,Ryan Aeronautical,NAVION,,,85,35,,,9,,,,"3,150",,,tbd,tbd
816,172,4/21/1994,,138,,Ryan Aeronautical,NAVION,,,85,35,,,7.42,,,,"3,315",,,tbd,tbd
817,891,3/26/2005,,244,18-Mar,Saab,2000,Turboprop,2,120,81.25,no winglets,89.5,25.33,,,,"50,265",tbd,D,SB20,Large Commuter Eqpt
818,1064,2/25/1994,,77,18-Mar,Saab,340B,Turboprop,2,114,70.33,no winglets,64.75,22.92,,,,"29,000",tbd,D,SF34,Large Commuter Eqpt
819,289,3/23/1991,,297,,Sabreliner Corp,SABRELINER 40,,,120,44.5,,,16,,,,"18,650",,,SBR1,tbd
820,851,5/6/2000,,246,,Sabreliner Corp,SABRELINER 60,,,120,44.5,,,16,,,,"20,000",,S,SBR1,tbd
821,582.6684211,8/22/2008,,71,,Sabreliner Corp,SABRELINER 65,,,105,50.5,,,16,,,,"24,000",,,SBR1,tbd
822,589.4368421,6/19/1998,,50,,Sabreliner Corp,SABRELINER 75A,,,137,44.5,,,17.02,,,,"23,300",,,SBR2,tbd
823,596.2052632,9/27/2009,,119,,Sabreliner Corp,SABRELINER 80,,,128,50.4,,,17.03,,,,"24,500",,,SBR2,tbd
824,602.9736842,1/19/2001,,173,,Shorts Brothers,330,,,96,74.67,,,16.25,,,,"22,000",,,SH33,tbd
825,609.7421053,12/23/1996,,229,,Shorts Brothers,360,Turboprop,,104,74.8,,,23.08,,,,"26,000",,,SH36,Large Commuter Eqpt
826,616.5105263,12/13/1995,,120,,Sirrus,SF-50,Jet,1,87,38.58,,30.58,10.75,,,,,,,,
827,623.2789474,8/24/2005,,180,,Swearingen,Merlin 3B,,,105,46.2,,,16.7,,,,"12,500",,,tbd,tbd
828,630.0473684,7/29/2010,,285,,Swearingen,"Merlin 4/4A, Metro 2",Turboprop,2,,,,,,,,,,,,SW4,Medium Commuter Eqpt
829,636.8157895,12/11/1993,,90,,Swearingen,METRO,,,112,46.2,,,16.7,,,,"12,500",,,tbd,tbd
830,643.5842105,2/2/2008,,244,,Swearingen,SA-226T/TB Merlin 3,Turboprop,,,,,,,,,,,,,SW3,Large Commuter Eqpt
831,650.3526316,1/28/2006,,57,,Taylorcraft,Seabird,Piston,,,,,,,,,,,,,TB20,Small Eqpt
832,657.1210526,4/7/2002,,177,,Team,Rocket F-1,Piston,,,,,,,,,,,,,TRF1,Small Eqpt
833,663.8894737,8/10/1994,,133,,Tecnam,Astore,,,,,,,,,,,,,,,
834,670.6578947,3/12/2004,,166,,Tecnam,Astore US-LSA,,,,,,,,,,,,,,,
835,677.4263158,2/19/1999,,194,,Tecnam,P2002 JF,,,,,,,,,,,,,,,
836,684.1947368,7/11/2010,,65,,Tecnam,P2002 JR,,,,,,,,,,,,,,,
837,690.9631579,10/24/2006,,179,,Tecnam,P2002 Sierra,,,,,,,,,,,,,,,
838,697.7315789,10/3/2001,,160,,Tecnam,P2002 Sierra RG,,,,,,,,,,,,,,,
839,704.5,5/12/2009,,88,29-Nov,Tecnam,"P2006T (Civilian) and MRI, SMP (Military)",Piston,,62,37.4,winglets,28.54,9.51,9.58,9.58,6.83,"2,712","2,712",S,tbd,tbd
840,711.2684211,8/25/1993,,258,,Tecnam,P2008,,,,,,,,,,,,,,,
841,718.0368421,1/25/1997,,113,,Tecnam,P2008 JC,,,,,,,,,,,,,,,
842,724.8052632,12/30/1990,,107,,Tecnam,P2008 US-LSA,,,,,,,,,,,,,,,
843,731.5736842,5/4/1996,,84,,Tecnam,P2010 Ptwenty-Ten,,,,,,,,,,,,,,,
844,738.3421053,2/11/2010,,177,,Tecnam,P2012 Traveller,,,,,,,,,,,,,,,
845,745.1105263,10/28/1998,,194,,Tecnam,P92 Classic De Luxe,,,,,,,,,,,,,,,
846,751.8789474,4/19/2003,,281,,Tecnam,P92 Eagle US-LSA,,,,,,,,,,,,,,,
847,758.6473684,5/16/2007,,188,,Tecnam,P92 Echo Light,,,,,,,,,,,,,,,
848,765.4157895,3/7/1994,,68,,Tecnam,P92 JS,,,,,,,,,,,,,,,
849,772.1842105,6/12/1995,,145,,Tecnam,P92 JS Eagle SmartBay,,,,,,,,,,,,,,,
850,778.9526316,1/2/1997,,158,,Tecnam,P92 JS SmartBay,,,,,,,,,,,,,,,
851,785.7210526,10/2/1999,,220,,Tecnam,P92 SeaSky Hydroplane,,,,,,,,,,,,,,,
852,792.4894737,3/17/1998,,134,,Tecnam,P92 Tail Dragger,,,,,,,,,,,,,,,
853,799.2578947,7/11/2005,,132,,Tupolev,TU-114,,,132,167.6,,,50,,,,"361,620",,,tbd,tbd
854,806.0263158,7/11/2007,,67,,Tupolev,TU-124,,,132,83.8,,,50,,,,"80,482",,,tbd,tbd
855,812.7947368,9/26/2001,,62,,Tupolev,TU-134,,,144,95.2,,,30,,,,"103,600",,,tbd,tbd
856,819.5631579,4/15/1996,,132,,Tupolev,TU-144,,,178,94.8,,,42.2,,,,"396,000",,,tbd,tbd
857,826.3315789,12/17/2009,,93,,Tupolev,TU-154,,,145,123.3,,,37.4,,,,"216,050",,,tbd,tbd
858,833.1,4/11/1996,,148,,Volpar,TURBO 18,,,100,46,,,9.5,,,,"10,280",,,B18T,tbd
859,839.8684211,2/19/1994,,65,7-Jul,Zivko Aeronautics Inc.,Edge 540,Piston,,75,,no winglets,,,,,,"1,550","1,550",S,tbd,tbd
860,846.6368421,10/28/1991,,173,7-Jul,Zivko Aeronautics Inc.,Edge 540T,Piston,,79,25.17,no winglets,22.67,9.4,,,,"1,950","1,950",S,tbd,tbd
861,853.4052632,10/7/1999,,224,,,FBA2 - Found FBA-2,Piston,,,,,,,,,,,,,,Small Eqpt
862,860.1736842,6/15/2001,,287,,,FDCT - Flight Design CT,Piston,,,,,,,,,,,,,,Small Eqpt
863,866.9421053,8/16/1994,,122,,,GA7 - Grumman American Cougar,Piston,,,,,,,,,,,,,,Small Eqpt
864,873.7105263,4/30/1998,,126,,,GC1 - Globe GC-1 Swift,Piston,,,,,,,,,,,,,,Small Eqpt
865,880.4789474,11/26/1992,,203,,,GLAS - New Glasair,Piston,,,,,,,,,,,,,,Small Eqpt
866,887.2473684,10/22/1996,,277,,,GLSP - F-GLSP,Piston,,,,,,,,,,,,,,Small Eqpt
867,894.0157895,5/6/1993,,51,,,GLST - Stoddard-Hamilton SH-4 GlaStar,Piston,,,,,,,,,,,,,,Small Eqpt
868,900.7842105,10/22/2000,,78,,,M6 - Maule M-6 Super Rocket,Piston,,,,,,,,,,,,,,Small Eqpt
869,907.5526316,5/15/1993,,214,,,M7 - Maule M-7-235 Orion,Piston,,,,,,,,,,,,,,Small Eqpt
870,914.3210526,11/7/1996,,166,,,PTS1 - Pitts S-1 Special,Piston,,,,,,,,,,,,,PTS1,Small Eqpt
871,921.0894737,5/19/1995,,173,,,RALL - Socata/Morane-Saulnier MS-880 Rallye,Piston,,,,,,,,,,,,,,Small Eqpt
872,927.8578947,9/4/1992,,165,,,RC70 - Rockwell 710 Commander 710,Piston,,,,,,,,,,,,,,Small Eqpt
873,934.6263158,1/30/2005,,188,,,RV10 - Experimental,Piston,,,,,,,,,,,,,,Small Eqpt
874,941.3947368,7/13/2003,,162,,,RV6 - AIEP Air Beetle,Piston,,,,,,,,,,,,,,Small Eqpt
875,948.1631579,6/13/2010,,223,,,RV6A - Experimental,Piston,,,,,,,,,,,,,,Small Eqpt
876,954.9315789,9/27/2007,,140,,,RV7 - Experimental RV-7,Piston,,,,,,,,,,,,,,Small Eqpt
877,961.7,12/23/1990,,79,,,RV8 - RV-4/6/7/8; VANS,Piston,,,,,,,,,,,,,,Small Eqpt
878,968.4684211,10/10/1996,,205,,,RV9 - Experimental,Piston,,,,,,,,,,,,,,Small Eqpt
879,975.2368421,7/24/2000,,182,,,RV9A - Experimental RV-9,Piston,,,,,,,,,,,,,,Small Eqpt
880,982.0052632,9/3/1998,,221,,,,,,,,,,,,,,,,,,
881,988.7736842,11/10/2005,,99,7-Sep,Fokker,F-27-500,Turboprop,2,100,95.15,no winglets,82.21,29,31.94,31.94,23.63,"45,900","45,900",D,F27,Large Commuter Eqpt
,,,,117,,,,,,,,,,,,,,,,,,
